action_id,inspection_id,incident_id,action_description,action_description_hindi,assigned_to,assigned_date,due_date,completion_date,status,priority,verification_required,verified_by,verification_date,delay_reason
CA-01106,INS-OD-001-3000,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-08,2023-06-02,2023-05-29,Completed,Medium,True,Rajesh Kumar,2023-05-30,
CA-01107,INS-JH-002-0060,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-06-10,2023-08-02,2023-07-30,Escalated,High,False,,,
CA-01108,INS-JH-001-2290,INC-JH-002-186,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-06-09,2023-08-07,,Escalated,Medium,False,,,
CA-01109,INS-JH-002-0619,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-07-26,2023-09-19,2023-09-18,Rejected,Medium,True,Rajesh Kumar,2023-09-19,
CA-01110,INS-JH-001-0404,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-06-27,2023-07-12,,Open,Low,False,,,
CA-01111,INS-JH-001-2755,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-04-04,2023-05-27,2023-06-02,Overdue,Low,True,Sita Devi,2023-06-03,Parts not available
CA-01112,INS-JH-001-2126,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-04-18,2023-06-14,2023-06-14,Completed,High,True,Sita Devi,2023-06-15,
CA-01113,INS-JH-002-3636,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-09-08,2023-10-02,,Overdue,Low,False,,,Parts not available
CA-01114,INS-JH-001-1111,INC-JH-002-081,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-11-10,2023-11-24,,Escalated,Medium,False,,,
CA-01115,INS-JH-002-1784,INC-JH-002-164,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-03-04,2023-04-09,2023-04-04,Overdue,Low,False,,,Waiting for approval
CA-01116,INS-JH-002-4565,INC-OD-001-105,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-07-19,2023-08-09,2023-08-05,Open,High,True,Rajesh Kumar,2023-08-06,
CA-01117,INS-JH-002-3960,INC-JH-002-145,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-09-30,2023-10-26,,Overdue,Low,False,,,Waiting for approval
CA-01118,INS-JH-001-4446,INC-JH-002-026,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-03-27,2023-04-24,2023-05-03,Rejected,Medium,True,Sita Devi,2023-05-04,
CA-01119,INS-JH-001-0897,INC-JH-001-092,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-04-29,2023-06-03,2023-06-05,Escalated,High,True,Sita Devi,2023-06-06,
CA-01120,INS-OD-001-1907,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-19,2023-03-24,,Escalated,Critical,False,,,
CA-01121,INS-JH-002-0499,INC-JH-002-017,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-09-13,2023-09-24,2023-10-01,Completed,High,False,,,
CA-01122,INS-JH-001-0571,INC-JH-002-206,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-10-03,2023-10-16,2023-10-17,In Progress,Medium,True,Rajesh Kumar,2023-10-18,
CA-01123,INS-JH-002-0550,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-10,2023-03-27,2023-04-05,Overdue,Critical,True,Rajesh Kumar,2023-04-06,Parts not available
CA-01124,INS-JH-002-0260,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-03-13,2023-04-09,2023-04-05,Open,Critical,True,Sita Devi,2023-04-06,
CA-01125,INS-OD-001-0637,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-11-27,2024-01-10,,Rejected,Medium,False,,,
CA-01126,INS-OD-001-1811,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-06-07,2023-07-25,,Open,Critical,False,,,
CA-01127,INS-OD-001-0156,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-07-03,2023-08-10,2023-08-15,In Progress,Critical,False,,,
CA-01128,INS-OD-001-2018,INC-OD-001-049,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-06-16,2023-07-30,2023-07-30,In Progress,Low,True,Sita Devi,2023-07-31,
CA-01129,INS-JH-001-0901,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-05-30,2023-07-19,,Completed,Low,False,,,
CA-01130,INS-JH-002-0675,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-05-14,2023-05-22,2023-05-26,Rejected,Critical,True,Rajesh Kumar,2023-05-27,
CA-01131,INS-JH-001-2603,INC-JH-001-234,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-10-16,2023-11-07,2023-11-05,Rejected,Low,True,Sita Devi,2023-11-06,
CA-01132,INS-JH-002-2273,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-01-13,2023-02-15,,Rejected,High,False,,,
CA-01133,INS-OD-001-4053,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-08-18,2023-09-04,2023-09-05,In Progress,Medium,True,Rajesh Kumar,2023-09-06,
CA-01134,INS-JH-001-0412,INC-OD-001-096,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-06-14,2023-07-04,2023-07-08,Completed,Medium,True,Rajesh Kumar,2023-07-09,
CA-01135,INS-JH-002-4694,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-06-13,2023-06-29,2023-07-01,In Progress,Critical,True,Rajesh Kumar,2023-07-02,
CA-01136,INS-JH-001-4506,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-07-31,2023-08-18,,Completed,Low,False,,,
CA-01137,INS-JH-002-2614,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-11-19,2024-01-02,2024-01-02,Rejected,High,False,,,
CA-01138,INS-OD-001-3338,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-09,2023-02-15,,Completed,High,False,,,
CA-01139,INS-JH-001-2917,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-05-12,2023-05-28,2023-05-26,Overdue,Low,True,Sita Devi,2023-05-27,Parts not available
CA-01140,INS-JH-002-4648,INC-JH-002-059,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-06-15,2023-07-08,2023-07-04,Overdue,High,True,Sita Devi,2023-07-05,Waiting for approval
CA-01141,INS-OD-001-1201,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-12-02,2024-01-17,2024-01-24,Overdue,Critical,False,,,Waiting for approval
CA-01142,INS-JH-001-4327,INC-JH-002-030,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-05-18,2023-07-03,2023-06-28,Open,Critical,False,,,
CA-01143,INS-JH-001-1253,INC-JH-001-059,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-08-10,2023-09-15,2023-09-20,In Progress,Low,True,Sita Devi,2023-09-21,
CA-01144,INS-JH-001-3011,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-05-12,2023-07-04,,Completed,Low,False,,,
CA-01145,INS-JH-002-2512,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-07-10,2023-08-25,,Rejected,Critical,False,,,
CA-01146,INS-JH-002-0963,INC-JH-001-164,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-06-01,2023-06-17,,In Progress,Low,False,,,
CA-01147,INS-JH-002-1749,INC-JH-001-006,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-06-14,2023-07-02,2023-07-02,In Progress,Medium,True,Rajesh Kumar,2023-07-03,
CA-01148,INS-JH-002-1096,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-02-21,2023-03-31,2023-04-05,In Progress,High,False,,,
CA-01149,INS-JH-002-0580,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-08-09,2023-08-16,2023-08-18,Escalated,High,False,,,
CA-01150,INS-JH-002-4894,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-04-30,2023-05-13,,In Progress,Critical,False,,,
CA-01151,INS-JH-002-3877,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-08-19,2023-09-07,,Completed,Critical,False,,,
CA-01152,INS-JH-002-1435,INC-OD-001-219,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-03-09,2023-04-10,,Open,Low,False,,,
CA-01153,INS-JH-001-4128,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-21,2023-05-31,2023-06-03,In Progress,Critical,False,,,
CA-01154,INS-JH-002-0063,INC-JH-002-253,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-02-07,2023-03-07,2023-03-14,Rejected,Medium,True,Rajesh Kumar,2023-03-15,
CA-01155,INS-JH-001-4990,INC-JH-001-281,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-09-17,2023-11-03,,Open,Low,False,,,
CA-01156,INS-OD-001-0236,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-08-26,2023-10-13,2023-10-11,Overdue,High,True,Sita Devi,2023-10-12,Waiting for approval
CA-01157,INS-OD-001-3586,INC-JH-002-063,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-12-31,2024-02-04,2024-02-08,Escalated,High,True,Sita Devi,2024-02-09,
CA-01158,INS-JH-002-2949,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-06-21,2023-08-05,2023-08-09,Rejected,Low,False,,,
CA-01159,INS-OD-001-0954,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-04-03,2023-05-19,2023-05-25,Rejected,High,True,Sita Devi,2023-05-26,
CA-01160,INS-JH-002-1551,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-01-18,2023-03-17,2023-03-21,Escalated,Low,False,,,
CA-01161,INS-JH-001-2169,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-09-13,2023-10-09,,Escalated,High,False,,,
CA-01162,INS-JH-002-2630,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-11-21,2023-12-09,2023-12-11,Rejected,Medium,True,Rajesh Kumar,2023-12-12,
CA-01163,INS-JH-001-4808,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-10-26,2023-11-10,2023-11-12,In Progress,Critical,False,,,
CA-01164,INS-OD-001-0275,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-04-22,2023-06-20,2023-06-17,Escalated,Medium,True,Rajesh Kumar,2023-06-18,
CA-01165,INS-JH-002-3549,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-06-27,2023-08-17,,Rejected,Critical,False,,,
CA-01166,INS-JH-001-1290,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-04-21,2023-05-03,2023-05-04,In Progress,Critical,True,Rajesh Kumar,2023-05-05,
CA-01167,INS-JH-001-2387,INC-JH-001-227,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-10-02,2023-10-14,,Rejected,High,False,,,
CA-01168,INS-JH-002-1190,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-05-17,2023-06-26,2023-06-24,Rejected,Critical,False,,,
CA-01169,INS-JH-002-4535,INC-JH-002-070,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-05-29,2023-06-15,2023-06-18,Escalated,Critical,True,Rajesh Kumar,2023-06-19,
CA-01170,INS-OD-001-1254,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-12-07,2024-02-01,2024-02-08,Rejected,Medium,True,Sita Devi,2024-02-09,
CA-01171,INS-JH-001-0410,INC-JH-001-115,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-03-04,2023-03-13,,Open,Low,False,,,
CA-01172,INS-JH-001-4014,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-12-31,2024-02-07,2024-02-17,In Progress,Critical,False,,,
CA-01173,INS-JH-001-3061,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-01-02,2023-01-17,,In Progress,Critical,False,,,
CA-01174,INS-JH-001-0655,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-08-05,2023-08-20,2023-08-17,Open,Critical,True,Sita Devi,2023-08-18,
CA-01175,INS-OD-001-4062,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-12-18,2024-01-19,2024-01-15,Overdue,High,True,Sita Devi,2024-01-16,Waiting for approval
CA-01176,INS-JH-002-2178,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-01-30,2023-02-23,2023-03-02,Completed,High,False,,,
CA-01177,INS-JH-002-4580,INC-OD-001-150,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-03-30,2023-05-02,2023-05-02,Overdue,Critical,True,Sita Devi,2023-05-03,Equipment unavailability
CA-01178,INS-JH-001-2811,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-02-17,2023-04-09,2023-04-10,In Progress,Low,False,,,
CA-01179,INS-JH-002-4415,INC-OD-001-212,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-07-20,2023-08-09,,Rejected,High,False,,,
CA-01180,INS-OD-001-4833,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-01-01,2023-01-26,2023-02-02,Rejected,Medium,True,Rajesh Kumar,2023-02-03,
CA-01181,INS-JH-002-1447,INC-JH-001-106,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-04-05,2023-05-15,2023-05-25,Open,Low,True,Sita Devi,2023-05-26,
CA-01182,INS-JH-001-1718,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-06-17,2023-07-28,2023-08-04,Open,Medium,False,,,
CA-01183,INS-OD-001-2106,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-09-14,2023-10-20,,Overdue,Low,False,,,Parts not available
CA-01184,INS-JH-002-0957,INC-JH-001-193,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-07-11,2023-08-16,2023-08-18,Escalated,Medium,True,Rajesh Kumar,2023-08-19,
CA-01185,INS-JH-002-0780,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-10-11,2023-11-26,2023-11-25,Rejected,Critical,True,Rajesh Kumar,2023-11-26,
CA-01186,INS-JH-001-1591,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-05-03,2023-05-30,2023-06-02,Escalated,High,True,Rajesh Kumar,2023-06-03,
CA-01187,INS-OD-001-1758,INC-OD-001-265,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-02-01,2023-03-08,,Open,Critical,False,,,
CA-01188,INS-OD-001-4279,INC-JH-002-168,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-02-22,2023-03-13,2023-03-21,Escalated,Low,True,Sita Devi,2023-03-22,
CA-01189,INS-JH-002-2649,INC-JH-001-004,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-05-18,2023-07-14,,Rejected,High,False,,,
CA-01190,INS-OD-001-4853,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-06-23,2023-07-30,,Overdue,High,False,,,Parts not available
CA-01191,INS-OD-001-2215,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-08-20,2023-09-25,2023-10-05,Rejected,Critical,False,,,
CA-01192,INS-JH-001-1138,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-02-07,2023-03-05,,Open,High,False,,,
CA-01193,INS-JH-002-0431,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-05-01,2023-06-04,,Rejected,High,False,,,
CA-01194,INS-JH-002-1220,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-28,2023-03-31,,In Progress,Low,False,,,
CA-01195,INS-JH-001-0909,INC-JH-001-269,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-12-02,2024-01-16,2024-01-21,In Progress,Low,True,Rajesh Kumar,2024-01-22,
CA-01196,INS-OD-001-1124,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-09,2023-08-05,2023-08-06,In Progress,Low,True,Sita Devi,2023-08-07,
CA-01197,INS-OD-001-4385,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-10-31,2023-11-09,,Overdue,Low,False,,,Waiting for approval
CA-01198,INS-OD-001-0425,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-04-11,2023-05-17,,Open,Medium,False,,,
CA-01199,INS-OD-001-5000,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-06-23,2023-07-04,2023-07-05,Overdue,High,True,Sita Devi,2023-07-06,Waiting for approval
CA-01200,INS-OD-001-4686,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-06-24,2023-07-12,,Open,Medium,False,,,
CA-01201,INS-JH-001-1530,INC-OD-001-141,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-09-11,2023-10-14,2023-10-16,Escalated,Low,True,Sita Devi,2023-10-17,
CA-01202,INS-JH-002-3444,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-08-24,2023-10-15,,Escalated,Critical,False,,,
CA-01203,INS-JH-002-4228,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-05-13,2023-07-12,2023-07-11,Completed,High,True,Rajesh Kumar,2023-07-12,
CA-01204,INS-JH-001-2076,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-06-13,2023-07-09,2023-07-05,Open,Medium,False,,,
CA-01205,INS-JH-001-3632,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-04-14,2023-04-25,2023-05-05,Escalated,High,True,Sita Devi,2023-05-06,
CA-01206,INS-OD-001-3432,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-03-07,2023-05-05,,Completed,Low,False,,,
CA-01207,INS-JH-001-4471,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-11-23,2023-12-30,,Overdue,High,False,,,Waiting for approval
CA-01208,INS-JH-002-4200,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-11-02,2023-11-13,2023-11-11,In Progress,High,True,Rajesh Kumar,2023-11-12,
CA-01209,INS-JH-001-1045,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-07-12,2023-08-01,2023-08-04,Rejected,Low,True,Sita Devi,2023-08-05,
CA-01210,INS-JH-001-1219,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-09-04,2023-09-30,2023-10-06,In Progress,Medium,True,Rajesh Kumar,2023-10-07,
CA-01211,INS-OD-001-3089,INC-OD-001-264,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-09-26,2023-10-03,2023-10-09,Completed,Medium,False,,,
CA-01212,INS-JH-002-0019,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-11-17,2023-12-19,,Escalated,Critical,False,,,
CA-01213,INS-OD-001-2114,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-01-04,2023-02-05,,Overdue,Critical,False,,,Equipment unavailability
CA-01214,INS-OD-001-1097,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-27,2023-03-21,,Overdue,High,False,,,Waiting for approval
CA-01215,INS-JH-002-4563,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-02-01,2023-02-16,,Open,Low,False,,,
CA-01216,INS-OD-001-1313,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-12-19,2024-02-04,2024-02-08,In Progress,Low,False,,,
CA-01217,INS-OD-001-3344,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-01-03,2023-02-18,,Completed,Medium,False,,,
CA-01218,INS-JH-001-2333,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-08-28,2023-10-19,2023-10-21,Overdue,Low,True,Sita Devi,2023-10-22,Waiting for approval
CA-01219,INS-JH-001-2166,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-01-19,2023-01-28,2023-01-28,In Progress,High,False,,,
CA-01220,INS-JH-002-4631,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-04-23,2023-06-21,,Overdue,Low,False,,,Equipment unavailability
CA-01221,INS-OD-001-4751,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-08-28,2023-10-23,2023-10-20,Completed,High,True,Rajesh Kumar,2023-10-21,
CA-01222,INS-JH-001-2819,INC-JH-001-051,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-01-26,2023-02-11,,Escalated,Medium,False,,,
CA-01223,INS-JH-002-2512,INC-OD-001-246,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-02-13,2023-03-27,2023-03-24,In Progress,Critical,False,,,
CA-01224,INS-OD-001-2880,INC-OD-001-298,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-08-23,2023-10-22,2023-10-17,Rejected,Critical,True,Sita Devi,2023-10-18,
CA-01225,INS-JH-001-3752,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-11-13,2023-12-31,2024-01-01,Overdue,Medium,True,Sita Devi,2024-01-02,Parts not available
CA-01226,INS-JH-001-0245,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-03-25,2023-04-08,,Rejected,Low,False,,,
CA-01227,INS-JH-002-3420,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-10-01,2023-11-27,2023-11-29,In Progress,Low,False,,,
CA-01228,INS-JH-002-1630,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-03-11,2023-03-31,2023-03-30,Escalated,High,True,Sita Devi,2023-03-31,
CA-01229,INS-OD-001-0916,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-08-26,2023-09-27,,Rejected,High,False,,,
CA-01230,INS-JH-001-0053,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-07-30,2023-08-23,2023-08-26,Open,Medium,True,Sita Devi,2023-08-27,
CA-01231,INS-OD-001-3279,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-10-12,2023-10-20,2023-10-16,Completed,Medium,True,Rajesh Kumar,2023-10-17,
CA-01232,INS-JH-001-2491,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-11-08,2023-12-21,2023-12-21,Open,Critical,False,,,
CA-01233,INS-JH-002-2354,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-02-05,2023-03-26,2023-04-03,Escalated,High,True,Rajesh Kumar,2023-04-04,
CA-01234,INS-JH-002-0150,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-06-19,2023-07-20,2023-07-17,Open,Medium,False,,,
CA-01235,INS-JH-001-2771,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-04-24,2023-06-23,,Rejected,Medium,False,,,
CA-01236,INS-OD-001-4238,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-07-07,2023-08-28,2023-09-04,In Progress,High,True,Sita Devi,2023-09-05,
CA-01237,INS-JH-001-3516,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-02-23,2023-04-09,2023-04-11,Rejected,Low,True,Rajesh Kumar,2023-04-12,
CA-01238,INS-JH-002-3623,INC-JH-001-003,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-03-11,2023-04-30,,Open,Medium,False,,,
CA-01239,INS-OD-001-0331,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-07-01,2023-08-29,2023-09-02,Open,Critical,True,Sita Devi,2023-09-03,
CA-01240,INS-OD-001-3714,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-03-16,2023-04-22,2023-04-27,In Progress,Medium,True,Rajesh Kumar,2023-04-28,
CA-01241,INS-JH-001-3142,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-05-30,2023-06-22,,Rejected,Medium,False,,,
CA-01242,INS-JH-001-3016,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-04-04,2023-04-27,2023-04-29,Open,Medium,False,,,
CA-01243,INS-OD-001-4156,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-07-17,2023-08-10,2023-08-16,Overdue,Critical,False,,,Waiting for approval
CA-01244,INS-OD-001-0365,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-01-28,2023-03-23,,Rejected,High,False,,,
CA-01245,INS-JH-002-3331,INC-JH-002-160,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-02-04,2023-03-04,2023-03-14,Escalated,Medium,True,Rajesh Kumar,2023-03-15,
CA-01246,INS-JH-001-1124,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-10-23,2023-12-11,,Rejected,High,False,,,
CA-01247,INS-JH-002-2687,INC-JH-001-244,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-03-29,2023-05-27,2023-05-26,Rejected,Low,False,,,
CA-01248,INS-JH-002-4756,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-01-27,2023-02-03,,Completed,Critical,False,,,
CA-01249,INS-OD-001-3963,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-08-10,2023-10-09,,Rejected,Critical,False,,,
CA-01250,INS-JH-001-1253,INC-JH-001-207,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-09-25,2023-11-09,2023-11-17,Rejected,Critical,True,Sita Devi,2023-11-18,
CA-01251,INS-OD-001-1917,INC-OD-001-164,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-07-04,2023-08-10,,Escalated,Medium,False,,,
CA-01252,INS-JH-002-1038,INC-OD-001-207,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-12-19,2024-01-24,2024-01-21,Completed,Critical,True,Rajesh Kumar,2024-01-22,
